ANNOSCOLASTICO,PROVINCIA,ORDINESCUOLA,TIPOPOSTO,FASCIAETA,DOCENTITITOLARIMASCHI,DOCENTITITOLARIFEMMINE
201617,VERBANO-CUSIO-OSSOLA,SCUOLA INFANZIA,NORMALE,FINO A 34,0,4
201617,PARMA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,20,69
201617,CALTANISSETTA,SCUOLA PRIMARIA,NORMALE,FINO A 34,0,8
201617,LECCO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,4,23
201617,VERONA,SCUOLA INFANZIA,NORMALE,FINO A 34,0,8
201617,ASCOLI PICENO,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,6,137
201617,GROSSETO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,9,6
201617,PORDENONE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,5,11
201617,FERMO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,3,17
201617,MODENA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,14,15
201617,PRATO,SCUOLA PRIMARIA,NORMALE,FINO A 34,0,21
201617,VERBANO-CUSIO-OSSOLA,SCUOLA PRIMARIA,NORMALE,OLTRE 54,7,233
201617,CREMONA,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,1
201617,FOGGIA,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,37
201617,MILANO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,46,139
201617,SASSARI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,7,31
201617,OGLIASTRA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,0,4
201617,LECCO,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,12,462
201617,CATANIA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,9,232
201617,CUNEO,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,309,439
201617,VERONA,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,5,301
201617,CATANIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,101,257
201617,FIRENZE,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,305,791
201617,PESCARA,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,16
201617,VITERBO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,4,19
201617,PORDENONE,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,1,41
201617,CROTONE,SCUOLA INFANZIA,NORMALE,FINO A 34,0,2
201617,AVELLINO,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,12
201617,SONDRIO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,5,13
201617,MATERA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,13,251
201617,SAVONA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,1,11
201617,SALERNO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,23,22
201617,LUCCA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,37,160
201617,RAGUSA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,276,365
201617,MESSINA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,37,126
201617,RAGUSA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,69,220
201617,MILANO,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,17,207
201617,PISA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,1,49
201617,RIMINI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,1,1
201617,CAMPOBASSO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,11,13
201617,TERNI,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,1,168
201617,LODI,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,0,7
201617,LUCCA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,117,246
201617,TERNI,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,3,6
201617,BOLOGNA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,0,5
201617,CAGLIARI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,44,119
201617,PARMA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,1,7
201617,OLBIA-TEMPIO,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,2
201617,CASERTA,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,1,57
201617,SIRACUSA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,58,185
201617,TORINO,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,12,234
201617,FERMO,SCUOLA INFANZIA,NORMALE,FINO A 34,0,4
201617,FIRENZE,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,25,30
201617,BERGAMO,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,592,772
201617,LA SPEZIA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,4,149
201617,TARANTO,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,0,46
201617,FORLI'-CESENA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,1,48
201617,ASTI,SCUOLA PRIMARIA,NORMALE,FINO A 34,3,15
201617,FORLI'-CESENA,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,1,168
201617,LATINA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,25,57
201617,ENNA,SCUOLA INFANZIA,NORMALE,OLTRE 54,3,207
201617,PALERMO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,63,168
201617,COSENZA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,20,98
201617,RIETI,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,5
201617,VIBO VALENTIA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,0,7
201617,POTENZA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,32,90
201617,AVELLINO,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,1,13
201617,TORINO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,33,134
201617,LECCO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,51,131
201617,CARBONIA-IGLESIAS,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,1,6
201617,PESARO E URBINO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,17,65
201617,RIMINI,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,123,254
201617,BRESCIA,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,3,503
201617,SONDRIO,SCUOLA PRIMARIA,NORMALE,FINO A 34,0,23
201617,LODI,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,0,106
201617,PERUGIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,3,11
201617,VICENZA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,4,141
201617,LECCO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,5,20
201617,COMO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,16,42
201617,PARMA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,2,63
201617,RAVENNA,SCUOLA PRIMARIA,NORMALE,FINO A 34,4,47
201617,BENEVENTO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,0,2
201617,PORDENONE,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,1,13
201617,VARESE,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,2,71
201617,CREMONA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,3,28
201617,PISA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,11,54
201617,ISERNIA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,14,50
201617,MASSA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,2,21
201617,NAPOLI,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,1304,3582
201617,LODI,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,4,364
201617,SALERNO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,7,31
201617,BENEVENTO,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,11
201617,ROVIGO,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,81
201617,CUNEO,SCUOLA PRIMARIA,NORMALE,FINO A 34,6,118
201617,MESSINA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,7,6
201617,CUNEO,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,294
201617,SIENA,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,1
201617,VICENZA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,26,57
201617,LECCO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,2,7
201617,FROSINONE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,39,85
201617,MESSINA,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,3,405
201617,PESARO E URBINO,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,278,355
201617,ROVIGO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,7,13
201617,TREVISO,SCUOLA PRIMARIA,NORMALE,FINO A 34,7,132
201617,CATANIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,38,97
201617,BRESCIA,SCUOLA INFANZIA,NORMALE,FINO A 34,0,10
201617,TREVISO,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,682,731
201617,SIENA,SCUOLA PRIMARIA,NORMALE,OLTRE 54,12,271
201617,BERGAMO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,32,70
201617,FIRENZE,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,45,1312
201617,PIACENZA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,4,47
201617,PESCARA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,253,420
201617,GORIZIA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,31,47
201617,REGGIO CALABRIA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,72,183
201617,CREMONA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,23,100
201617,BELLUNO,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,1
201617,OGLIASTRA,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,1
201617,RIETI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,1,0
201617,TRAPANI,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,2,337
201617,CARBONIA-IGLESIAS,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,0,22
201617,AVELLINO,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,442,567
201617,TRAPANI,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,1,32
201617,MEDIO-CAMPITANO,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,0,9
201617,BERGAMO,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,3,371
201617,SASSARI,SCUOLA PRIMARIA,NORMALE,FINO A 34,0,8
201617,PISA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,7,22
201617,ASCOLI PICENO,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,31,104
201617,RAVENNA,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,67,185
201617,BARLETTA-ADRIA-TRANI,SCUOLA PRIMARIA,NORMALE,OLTRE 54,11,500
201617,RAVENNA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,7,24
201617,AVELLINO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,24,46
201617,TARANTO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,3,1
201617,CAGLIARI,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,268,510
201617,GENOVA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,20,89
201617,SAVONA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,2,8
201617,ENNA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,5
201617,ASCOLI PICENO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,6,34
201617,UDINE,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,24
201617,ROMA,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,3,120
201617,GORIZIA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,1,18
201617,RIETI,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,2,30
201617,MODENA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,36,1005
201617,RIMINI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,12,29
201617,CASERTA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,6,114
201617,ANCONA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,15,68
201617,BARLETTA-ADRIA-TRANI,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,29,161
201617,ENNA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,57,148
201617,PADOVA,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,0,204
201617,PESARO E URBINO,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,6,78
201617,CASERTA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,103,190
201617,VERCELLI,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,7,235
201617,TRAPANI,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,2,30
201617,SIENA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,4,17
201617,SONDRIO,SCUOLA PRIMARIA,NORMALE,OLTRE 54,13,253
201617,COMO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,8,26
201617,BENEVENTO,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,0,50
201617,CALTANISSETTA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,0,2
201617,LA SPEZIA,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,0,62
201617,AGRIGENTO,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,162,469
201617,L'AQUILA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,117,309
201617,CATANZARO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,13,38
201617,MEDIO-CAMPITANO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,7,12
201617,TRAPANI,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,33,126
201617,MASSA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,0,12
201617,MODENA,SCUOLA INFANZIA,NORMALE,OLTRE 54,1,217
201617,PARMA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,13,8
201617,MATERA,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,1,53
201617,CROTONE,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,1,123
201617,SIRACUSA,SCUOLA PRIMARIA,NORMALE,FINO A 34,2,25
201617,REGGIO CALABRIA,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,2,321
201617,FROSINONE,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,4,3
201617,MACERATA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,1,12
201617,SIENA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,1,38
201617,ROVIGO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,5,12
201617,BOLOGNA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,2,48
201617,FIRENZE,SCUOLA PRIMARIA,NORMALE,OLTRE 54,37,1064
201617,BARI,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,10,185
201617,PALERMO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,7,10
201617,VERCELLI,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,2,15
201617,TARANTO,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,0,165
201617,TERNI,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,0,22
201617,ASCOLI PICENO,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,0,6
201617,CALTANISSETTA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,261,321
201617,CAGLIARI,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,1,10
201617,TERAMO,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,0,254
201617,PRATO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,7,32
201617,LATINA,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,1,430
201617,SAVONA,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,140
201617,ISERNIA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,5
201617,LIVORNO,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,32,118
201617,VERCELLI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,0,6
201617,L'AQUILA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,4,4
201617,CATANZARO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,0,2
201617,BERGAMO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,19,52
201617,PESARO E URBINO,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,60,214
201617,AREZZO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,16,44
201617,L'AQUILA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,3,77
201617,BRESCIA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,27,29
201617,CASERTA,SCUOLA INFANZIA,NORMALE,FINO A 34,0,9
201617,COSENZA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,2,33
201617,ANCONA,SCUOLA PRIMARIA,NORMALE,FINO A 34,0,50
201617,PIACENZA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,0,1
201617,TARANTO,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,10
201617,CROTONE,SCUOLA PRIMARIA,NORMALE,OLTRE 54,33,418
201617,POTENZA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,4,160
201617,PESCARA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,40,219
201617,CREMONA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,15
201617,RAVENNA,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,4
201617,L'AQUILA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,19,61
201617,TARANTO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,0,2
201617,LECCO,SCUOLA PRIMARIA,NORMALE,FINO A 34,7,50
201617,ROMA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,14,54
201617,PISA,SCUOLA PRIMARIA,NORMALE,FINO A 34,1,8
201617,RIMINI,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,5,280
201617,BRINDISI,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,48,154
201617,COMO,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,1,115
201617,COMO,SCUOLA PRIMARIA,NORMALE,FINO A 34,0,97
201617,TRAPANI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,61,77
201617,GORIZIA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,1,3
201617,VERONA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,17,60
201617,ANCONA,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,5,306
201617,SALERNO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,18,68
201617,MACERATA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,9,276
201617,PAVIA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,49,259
201617,POTENZA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,17
201617,PALERMO,SCUOLA INFANZIA,NORMALE,FINO A 34,0,5
201617,PISA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,0,27
201617,ISERNIA,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,84
201617,SAVONA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,1,47
201617,NUORO,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,7
201617,FERRARA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,22,53
201617,PERUGIA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,5,94
201617,LIVORNO,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,0,31
201617,RIMINI,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,1,22
201617,RAGUSA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,74,124
201617,CALTANISSETTA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,10,35
201617,MACERATA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,7,25
201617,PISTOIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,5,16
201617,BARI,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,240,706
201617,RIETI,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,1,68
201617,BOLOGNA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,264,653
201617,SONDRIO,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,8
201617,SIRACUSA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,4,3
201617,PISA,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,6
201617,CATANZARO,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,17
201617,TRAPANI,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,408,570
201617,ROVIGO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,3,9
201617,OLBIA-TEMPIO,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,0,93
201617,PIACENZA,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,42,182
201617,TERAMO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,7,26
201617,ASTI,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,57,139
201617,AVELLINO,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,11,79
201617,TERAMO,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,73,206
201617,LA SPEZIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,7,16
201617,NOVARA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,12,39
201617,NUORO,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,14,46
201617,COMO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,6,15
201617,LIVORNO,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,2,144
201617,MACERATA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,19,142
201617,REGGIO CALABRIA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,1,9
201617,ROMA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,45,741
201617,CROTONE,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,29,113
201617,RAGUSA,SCUOLA PRIMARIA,NORMALE,OLTRE 54,20,428
201617,COSENZA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,5,3
201617,PRATO,SCUOLA PRIMARIA,NORMALE,OLTRE 54,6,281
201617,COSENZA,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,240,843
201617,LODI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,1,3
201617,MACERATA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,11
201617,ENNA,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,1,154
201617,BERGAMO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,35,79
201617,PARMA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,38,147
201617,VARESE,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,189,659
201617,VERCELLI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,11,28
201617,IMPERIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,6,10
201617,CASERTA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,19,331
201617,FERRARA,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,0,73
201617,TORINO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,26,129
201617,SONDRIO,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,0,112
201617,SAVONA,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,2
201617,ORISTANO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,12,27
201617,CUNEO,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,2,151
201617,VARESE,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,228
201617,GORIZIA,SCUOLA INFANZIA,NORMALE,FINO A 34,0,5
201617,SASSARI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,20,26
201617,FERRARA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,6,17
201617,REGGIO EMILIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,10,30
201617,ENNA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,0,2
201617,RIETI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,14,22
201617,PALERMO,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,3,16
201617,SASSARI,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,3,103
201617,RIMINI,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,2,83
201617,RIETI,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,1,0
201617,CALTANISSETTA,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,1,10
201617,RAVENNA,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,1
201617,L'AQUILA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,2,116
201617,IMPERIA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,17,56
201617,PISTOIA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,99,144
201617,NAPOLI,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,44,78
201617,BARI,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,1,884
201617,CAGLIARI,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,43
